"","baseMean","logFC","lfcSE","stat","pvalue","padj","FDR","Significance","group","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"201",7.11904761904762,-0.0819772587671181,0.184361653161627,-0.444654608815261,0.656569376836057,1,1,"Not Significant","FTPIG","5b90f5ad96fee60584ae482aa005d594","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_877923","Flavobacteriaceae","MAG-121220-bin8",NA
"202",14,-0.020057624295636,0.129236161264147,-0.15520133141869,0.876662598687424,1,1,"Not Significant","FTPIG","5c065422fadf62e11e37615c127f4679","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","OLB9",NA
"203",9.02380952380952,0.0088781843725131,0.159064951364875,0.0558148372493928,0.955489314954219,1,1,"Not Significant","conventional","5c151514aa0cc9237fe7164820d2882b","Bacteria","Omnitrophota","Koll11","SKK-01","SKK-01","B134-G9",NA
"204",0.976190476190476,-0.0824621417833457,0.473344716840747,-0.174211602769593,0.861699167280534,1,1,"Not Significant","FTPIG","5c25f0fa9893ebe658a2c91ef017a003","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales_597441","Methylophilaceae","Methylotenera_A_557637",NA
"205",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","5cad7bfd2dbdb4b203c4deec9e05abc3","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Salinisphaeraceae","Salinisphaera",NA
"206",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","5d8f6433c843249ec3a8a4292ee06d3d","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella",NA
"207",6.02380952380952,-0.00998404608872224,0.194917039541081,-0.0512220281624891,0.959148598947489,1,1,"Not Significant","FTPIG","5da9a6119d399ac9080a042642c03db5","Bacteria","Desulfobacterota_I","Desulfobacteria","Desulfobacterales","Desulfobacteraceae_459419","Desulfobacula",NA
"208",2,4.77477073778558e-08,0.333783311599403,1.43050013941863e-07,0.999999885862602,1,1,"Not Significant","conventional","5e59b1e747eb7d9816dc51b181cbfce9","Bacteria","Bdellovibrionota_E","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","DB6-IX",NA
"209",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","5e6027cda7b326dd5eafcbd1b7dd8bfe","Bacteria","Firmicutes_A","Clostridia_258483","Oscillospirales","Oscillospiraceae_88309","Limivicinus",NA
"210",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","5f886ba138fc0c5341f0d9ffc9cab249","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter_865974",NA
"211",1.0952380952381,-0.0919224566360881,0.449482108110506,-0.2045074875672,0.837956941408559,1,1,"Not Significant","FTPIG","60f41e361d0ba5361934efb17c592a51","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylobacter_A_601752",NA
"212",1.02380952380952,0.0780024954913159,0.459301650477776,0.169828467653395,0.865145038176768,1,1,"Not Significant","conventional","61540b8920c8407ae1abb9828a22da8c","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"213",8.69047619047619,-0.202940014455333,0.172378095458163,-1.17729583863854,0.239077447287884,1,1,"Not Significant","FTPIG","61f28ccc55d8c7f66560292d0b105495","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus_B",NA
"214",1.02380952380952,-0.0588936711534792,0.462141683263262,-0.127436397291889,0.89859501019393,1,1,"Not Significant","FTPIG","6253814e3903cb79e9924a42a02f6266","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Limimaricola",NA
